,Node_Point,Supercharger_Coords,Distance
244,"(34.599262, -120.415688)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",20.91758496359296
245,"(34.597088, -120.411171)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",20.52630009116763
246,"(34.592571, -120.408218)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",20.311279222286043
247,"(34.591885, -118.111481)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",44.15857066199809
248,"(34.59013, -120.018173)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",15.846778687609953
249,"(34.590576, -120.008499)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",16.71377593339861
250,"(34.589329, -120.002907)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",17.242408134017357
251,"(34.589283, -120.0)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",17.506399529302726
252,"(34.588589, -118.139473)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",41.841861567309515
253,"(34.756031, -118.716713)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",34.932667316627345
254,"(34.742332, -118.711182)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",33.333231088537055
255,"(34.747299, -118.697983)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",33.5740059652446
256,"(34.747646, -118.687721)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",33.413868403736345
257,"(34.744564, -118.6763)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",32.886791044030716
258,"(34.734367, -118.644234)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",31.395213439977358
259,"(34.732182, -118.634499)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",31.09250412109335
260,"(34.733418, -118.626213)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",31.197659863989983
261,"(34.735298, -118.622093)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",31.397280196742752
262,"(34.733242, -118.600151)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",31.1989459376514
263,"(34.726208, -118.592537)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",30.461187598915977
264,"(34.710442, -118.564827)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",29.019564661120356
265,"(34.705898, -118.537613)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",29.039076539085087
266,"(34.700516, -118.525322)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",28.767345131286255
267,"(34.682972, -118.466591)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",29.035583962621565
268,"(34.67823, -118.458214)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",28.80499700369232
269,"(34.674923, -118.444313)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",28.87700792660521
270,"(34.671207, -118.423752)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",29.213361740700613
271,"(34.67202, -118.410187)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",29.826562785873886
272,"(34.670773, -118.396057)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",30.302558894371035
273,"(34.661953, -118.381523)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",30.12842287404802
274,"(34.656475, -118.37867)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",29.75484343369829
275,"(34.649178, -118.373581)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",29.33980693618553
276,"(34.645096, -118.367706)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",29.279923195700594
277,"(34.630028, -118.332878)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",30.00931497949277
278,"(34.629448, -118.319862)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",30.78538066177563
279,"(34.607681, -118.259232)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",33.4376245320013
280,"(34.602032, -118.248367)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",33.897146014498844
281,"(34.59346, -118.229439)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",34.85124672877479
282,"(34.592815, -118.223068)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",35.31700999474166
283,"(34.593159, -118.207581)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",36.567688591207094
284,"(34.584827, -118.186172)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",37.867826908942256
285,"(34.583714, -118.181732)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",38.17754922317948
286,"(34.586746, -118.174583)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",38.91456412972143
287,"(34.587936, -118.167953)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",39.51879640211855
288,"(34.583523, -118.089111)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",45.38008146665272
289,"(34.582878, -118.100609)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",44.44703987879203
290,"(34.588997, -118.107033)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",44.319977073554114
291,"(34.578251, -118.102966)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",43.991313356374974
292,"(34.573029, -118.107338)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",43.34575702636924
293,"(34.871521, -119.509132)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",51.16226357814416
294,"(34.858501, -119.518471)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",49.568267118523686
295,"(34.841877, -119.536583)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",47.43423980320357
296,"(34.821636, -119.551521)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",44.98564261698778
297,"(34.809456, -119.565033)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",43.46236112289724
298,"(34.791561, -119.576988)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",41.35115326455932
299,"(34.774532, -119.579803)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",39.44473058135324
300,"(34.772408, -119.582787)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",39.178734816656124
301,"(34.774712, -119.594513)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",39.32561670997959
302,"(34.775822, -119.596489)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",39.43317507211515
303,"(34.773899, -119.624992)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",38.84284672280078
304,"(34.768867, -119.635933)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",38.01492870504856
305,"(34.765694, -119.633904)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",37.731169706272134
306,"(34.756985, -119.621696)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",37.15666911562658
307,"(34.742817, -119.618782)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",35.66037457752341
308,"(34.737301, -119.619164)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",35.047642686987594
309,"(34.725952, -119.624924)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",33.7759057943463
310,"(34.717766, -119.620789)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",32.87695678973494
311,"(34.703812, -119.61898)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",31.335265964603405
312,"(34.703289, -119.622009)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",31.26840817288648
313,"(34.704567, -119.627037)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",31.400888321699075
314,"(34.696182, -119.633713)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",30.44259759077034
315,"(34.696552, -119.638428)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",30.32771298075115
316,"(34.701283, -119.654373)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",30.3507102481965
317,"(34.692921, -119.659653)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",29.32129652773351
318,"(34.684845, -119.650261)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",28.738248012682398
319,"(34.6819, -119.648514)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",28.483776205988214
320,"(34.676609, -119.649178)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",27.911198766434154
321,"(34.674107, -119.671539)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",27.009728995340357
322,"(34.672012, -119.672859)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",26.75287847009147
323,"(34.650314, -119.679657)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",24.26746474862947
324,"(34.647266, -119.682877)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",23.861131619186867
325,"(34.645813, -119.686722)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",23.612156171119114
326,"(34.64983, -119.692383)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",23.915890396057307
327,"(34.649792, -119.694321)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",23.870780247132448
328,"(34.647614, -119.700073)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",23.520111950449106
329,"(34.63842, -119.712517)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",22.30335106609388
330,"(34.6339, -119.720413)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",21.69638901550472
331,"(34.613167, -119.724449)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",19.36731002789306
332,"(34.611984, -119.726357)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",19.213938497858187
333,"(34.610001, -119.733757)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",18.91914753435939
334,"(34.606003, -119.738617)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",18.43958569060529
335,"(34.598209, -119.738091)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",17.58120852884899
336,"(34.592812, -119.732674)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",17.0327503444559
337,"(34.586575, -119.72361)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",16.462851794698764
338,"(34.581978, -119.72374)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",15.958160545946535
339,"(34.569588, -119.735237)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",14.446394399870332
340,"(34.566868, -119.744843)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",14.070230001534872
341,"(34.560429, -119.756813)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",13.337955438047555
342,"(34.563713, -119.764664)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",13.73777329029593
343,"(34.564301, -119.769379)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",13.842122370383208
344,"(34.547287, -119.771317)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",11.990295275823632
345,"(34.547089, -119.780724)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",12.117863194108384
346,"(34.539318, -119.790421)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",11.507342478655364
347,"(34.541035, -119.796288)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",11.857557944885317
348,"(34.540226, -119.802071)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",11.96134361137159
349,"(34.541233, -119.808739)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",12.305281995281467
350,"(34.543304, -119.841164)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",13.03303218115081
351,"(34.540359, -119.850197)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",12.547961653775529
352,"(34.536377, -119.853943)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",12.057140975367298
353,"(34.589138, -119.99073)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",18.34872622955029
354,"(34.581619, -119.978287)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",19.49052868511929
355,"(34.57893, -119.965187)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",18.65827042153121
356,"(34.575413, -119.95816)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",18.023113890685384
357,"(34.577858, -119.951317)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",18.00919217345134
358,"(34.576462, -119.941872)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",17.537757677329864
359,"(34.57539, -119.938507)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",17.317670311892886
360,"(34.569359, -119.930832)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",16.452057032742246
361,"(34.566917, -119.916641)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",15.819170187451768
362,"(34.562725, -119.909027)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",15.203749512381346
363,"(34.554401, -119.901283)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",14.157555728697401
364,"(34.549721, -119.884521)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",13.443493247963033
365,"(34.543636, -119.879341)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",12.741236782387437
366,"(34.537556, -119.863373)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",12.08999432492361
367,"(34.583557, -118.088501)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",45.42972262251512
368,"(34.565952, -118.110497)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",42.691680486768774
369,"(34.561596, -118.109627)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",42.51535770654001
370,"(34.550388, -118.104248)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",42.33790302886767
371,"(34.544659, -118.102531)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",42.17924237748319
372,"(34.530663, -118.102409)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",41.494834952396126
373,"(34.524483, -118.10041)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",41.18065510110382
374,"(34.522884, -118.099007)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",40.99821872173226
375,"(34.515965, -118.109673)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",40.106003621110546
376,"(34.585384, -118.139427)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",41.63919394507695
377,"(34.57737, -118.136848)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",41.328678034851485
378,"(34.553543, -118.132423)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",40.25868186136525
379,"(34.540779, -118.120651)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",40.50714996427016
380,"(34.524536, -118.114098)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",40.233582287673386
381,"(34.514156, -120.432167)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",24.990831478075005
382,"(34.528996, -120.417557)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",23.07184474980285
383,"(34.527092, -120.40255)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",21.916962921204107
384,"(34.52903, -120.398758)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",21.50961461686613
385,"(34.52779, -120.393448)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",21.135839113453752
386,"(34.552963, -120.396118)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",20.24681704007516
387,"(34.563488, -120.405937)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",20.747077739908324
388,"(34.575008, -120.413048)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",21.071350536274558
389,"(34.579342, -120.414047)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",21.066029439835763
390,"(34.587673, -120.411346)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",20.668140126976205
391,"(34.534431, -119.848343)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",11.93208541958994
392,"(34.530247, -119.840179)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",11.650492079256209
393,"(34.527996, -119.838173)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",11.460326519931247
394,"(34.523663, -119.836922)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",11.034395433045963
395,"(34.521683, -119.83271)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",10.951231635544946
396,"(34.513233, -119.831047)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",10.132899023858707
397,"(34.511002, -119.827927)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",10.020864116251614
398,"(34.506577, -120.221153)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",12.350494278136168
399,"(34.518486, -120.215553)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",10.945422257286092
400,"(34.529282, -120.196327)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",9.48813857785572
401,"(34.540146, -120.192863)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",8.265167643522142
402,"(34.551098, -120.186081)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",7.043205774622812
403,"(34.566765, -120.183342)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",5.322210026553956
404,"(34.581314, -120.189148)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",3.688746833954174
405,"(34.592335, -120.188728)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",2.4656917088842363
406,"(34.608082, -120.19236)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",0.8057345870249791
407,"(34.515816, -120.240334)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",11.946288513965099
408,"(34.524437, -120.253662)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",11.654628894165338
409,"(34.518837, -120.257317)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",12.360048144518991
410,"(34.524704, -120.270538)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",12.497555447160082
411,"(34.527042, -120.278099)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",12.728936720240588
412,"(34.527523, -120.295807)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",13.798035202598404
413,"(34.519718, -120.304916)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",15.001416839142363
414,"(34.514919, -120.322433)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",16.537814692204417
415,"(34.515244, -120.32769)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",16.876156684335896
416,"(34.521084, -120.341743)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",17.48058595779889
417,"(34.537033, -120.355087)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",17.547878111326344
418,"(34.553661, -120.359901)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",17.124874766243956
419,"(34.561607, -120.363258)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",17.084849158772933
420,"(34.566517, -120.368713)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",17.380504559303485
421,"(34.571598, -120.376389)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",17.89326410454054
422,"(34.584438, -120.38575)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",18.410042033898318
423,"(34.586609, -120.399399)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",19.602810182246674
424,"(34.588737, -120.405853)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",20.15243646061622
425,"(34.501076, -120.22374)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",13.00045363740594
426,"(34.487129, -120.221832)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",14.46568342554508
427,"(34.484928, -120.218147)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",14.637509395592124
428,"(34.485477, -120.195236)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",14.333273899913747
429,"(34.483109, -120.169998)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",14.679525043701238
430,"(34.485859, -120.160423)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",14.505983523132668
431,"(34.487457, -120.131737)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",15.028002838983994
432,"(34.477676, -120.09877)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",17.269771101979526
433,"(34.476818, -120.07663)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",18.404051692029352
434,"(34.472515, -120.054367)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",17.321528708410394
435,"(34.474972, -120.037323)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",15.908996386132431
436,"(34.475471, -120.025452)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",14.899199898598154
437,"(34.474842, -120.012718)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",13.781733904153423
438,"(34.47258, -120.0)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",12.604839857829695
439,"(34.457161, -119.769249)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",2.379291099687108
440,"(34.469017, -119.772942)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",3.665758804328586
441,"(34.473293, -119.776947)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",4.260547071841566
442,"(34.479137, -119.771606)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",4.630506496913359
443,"(34.491169, -119.788857)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",6.524677692124276
444,"(34.487614, -119.794548)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",6.4772320964680565
445,"(34.495541, -119.799507)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",7.458367024528467
446,"(34.495907, -119.80394)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",7.729590396666542
447,"(34.501602, -119.805794)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",8.340293466667628
448,"(34.503067, -119.812469)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",8.836501073037232
449,"(34.503201, -119.817169)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",9.119611695017742
450,"(34.456177, -119.768288)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",2.2389176083450955
451,"(34.449677, -119.832443)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",4.413077773316745
452,"(34.449368, -119.826286)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",4.888415600577817
453,"(34.449162, -119.230637)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",2.716170398408263
454,"(34.449333, -119.231743)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",2.624969976403381
455,"(34.448872, -119.81646)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",5.681793514535434
456,"(34.448357, -119.806297)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",4.947942527856576
457,"(34.446362, -119.767014)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",1.42758265880516
458,"(34.447044, -119.759377)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",0.936876850822869
459,"(34.445724, -119.754547)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",0.6194815652597923
460,"(34.512058, -119.821327)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",10.123268744508556
461,"(34.511055, -119.814667)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",9.667162493129265
462,"(34.514153, -119.80896)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",9.661301064282647
463,"(34.513947, -119.796791)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",9.099240316810612
464,"(34.517925, -119.793053)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",9.358714893485004
465,"(34.51767, -119.783363)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",9.022161659648425
466,"(34.509674, -119.77066)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",7.866072876211481
467,"(34.507706, -119.7659)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",7.573656114150326
468,"(34.504589, -119.738708)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",7.265503705842885
469,"(34.500454, -119.727798)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",7.0817371137056035
470,"(34.493645, -119.712646)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",7.0075481063205105
471,"(34.493675, -119.699669)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",7.712733823930393
472,"(34.49242, -119.69355)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",7.982335060015247
473,"(34.491306, -119.691856)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",8.002318986612694
474,"(34.485641, -119.688362)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",7.439695769311996
475,"(34.483894, -119.683884)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",7.304021058017239
476,"(34.472923, -119.681877)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",6.146545532554346
477,"(34.468716, -119.674294)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",5.9029255063145225
478,"(34.465031, -119.675011)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",5.498009923607985
479,"(34.461761, -119.677948)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",5.062635818684974
480,"(34.460201, -119.687012)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",4.667028077434361
481,"(34.444965, -119.696129)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",2.885518153833613
482,"(34.444172, -118.604431)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",1.4046987053117905
483,"(34.447609, -118.605042)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",1.145543063261945
484,"(34.462669, -118.612488)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",1.1969122720592866
485,"(34.472507, -118.614601)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",2.244705145140036
486,"(34.481232, -118.61393)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",3.21453918631462
487,"(34.48753, -118.612358)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",3.9221855947549944
488,"(34.550011, -118.658836)","Longitude   -118.151192
Latitude      34.087069
Name: 43, dtype: object",11.525420291390756
